wavelength spec_sum spec_optimal
6093.66 59.3773 58.2783
6096.51 63.5272 62.2743
6099.37 59.4528 58.9421
6102.23 60.3247 58.7544
6105.09 63.0747 61.5452
6107.94 60.0089 58.8895
6110.8 62.5527 61.3978
6113.66 58.1978 56.4069
6116.52 60.4908 59.3375
6119.37 61.7814 61.1926
6122.23 61.9915 60.6369
6125.09 63.8457 63.4715
6127.94 62.3294 61.5059
6130.8 64.1785 62.7688
6133.65 63.7448 62.9542
6136.51 63.7645 62.8772
6139.37 61.9774 60.5627
6142.22 62.8097 61.6139
6145.08 61.7565 61.2514
6147.93 63.4277 63.4127
6150.79 64.2695 62.3892
6153.64 62.9717 62.3155
6156.5 62.3434 61.2257
6159.35 63.7151 62.9535
6162.21 60.7459 59.5092
6165.06 63.5767 62.9229
6167.92 63.3796 62.0161
6170.77 64.9885 64.2716
6173.63 60.8167 60.5951
6176.48 61.0727 60.5819
6179.33 62.7556 62.9284
6182.19 64.3414 64.1128
6185.04 63.4986 62.6127
6187.9 63.1365 62.0555
6190.75 58.4159 58.3293
6193.6 62.5775 62.2694
6196.46 59.9712 59.1227
6199.31 57.8997 58.1344
6202.16 62.0821 61.7532
6205.01 61.2706 60.1366
6207.87 60.9131 60.96
6210.72 64.2814 63.4904
6213.57 60.4707 59.9466
6216.43 60.0211 59.7265
6219.28 63.471 63.0675
6222.13 62.3499 61.2297
6224.98 58.3259 58.1908
6227.83 62.3198 61.9029
6230.68 59.5402 59.1968
6233.54 59.5768 58.3999
6236.39 59.8987 60.0905
6239.24 65.5766 63.1899
6242.09 61.3027 61.1883
